"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-01","0.00","0.0","0.0",,"95","65"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-02","0.00","0.0","0.0",,"94","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-03","0.26","0.0","0.0",,"85","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-04","0.00","0.0","0.0",,"84","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-05","0.00","0.0","0.0",,"84","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-06","0.00","0.0","0.0",,"85","60"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-07","0.00","0.0","0.0",,"85","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-08","0.00","0.0","0.0",,"92","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-09","0.01","0.0","0.0",,"92","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-10","0.00","0.0","0.0",,"85","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-11","0.00","0.0","0.0",,"89","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-12","0.00","0.0","0.0",,"94","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-13","0.00","0.0","0.0",,"98","74"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-14","0.46","0.0","0.0",,"90","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-15","0.00","0.0","0.0",,"98","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-16","0.05","0.0","0.0",,"97","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-17","0.00","0.0","0.0",,"98","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-18","0.00","0.0","0.0",,"92","65"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-19","0.00","0.0","0.0",,"85","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-20","0.00","0.0","0.0",,"86","55"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-21","0.00","0.0","0.0",,"93","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-22","0.00","0.0","0.0",,"101","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-23","0.00","0.0","0.0",,"94","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-24","0.00","0.0","0.0",,"91","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-25","0.00","0.0","0.0",,"91","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-26","0.00","0.0","0.0",,"91","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-27","0.31","0.0","0.0",,"90","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-28","0.00","0.0","0.0",,"82","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-29","0.08","0.0","0.0",,"86","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-06-30","0.00","0.0","0.0",,"91","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-01","0.07","0.0","0.0",,"86","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-02","0.00","0.0","0.0",,"94","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-03","0.01","0.0","0.0",,"97","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-04","0.01","0.0","0.0",,"90","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-05","0.28","0.0","0.0",,"95","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-06","0.03","0.0","0.0",,"98","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-07","0.00","0.0","0.0",,"99","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-08","0.16","0.0","0.0",,"96","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-09","0.35","0.0","0.0",,"95","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-10","0.29","0.0","0.0",,"77","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-11","0.00","0.0","0.0",,"85","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-12","0.00","0.0","0.0",,"89","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-13","0.72","0.0","0.0",,"92","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-14","0.00","0.0","0.0",,"88","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-15","0.00","0.0","0.0",,"92","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-16","0.65","0.0","0.0",,"91","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-17","0.00","0.0","0.0",,"92","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-18","0.01","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-19","0.14","0.0","0.0",,"92","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-20","0.21","0.0","0.0",,"91","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-21","0.00","0.0","0.0",,"91","76"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-22","0.00","0.0","0.0",,"94","75"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-23","0.00","0.0","0.0",,"95","74"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-24","0.00","0.0","0.0",,"95","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-25","0.17","0.0","0.0",,"92","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-26","0.01","0.0","0.0",,"91","74"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-27","0.00","0.0","0.0",,"95","76"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-28","0.67","0.0","0.0",,"97","76"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-29","0.00","0.0","0.0",,"96","74"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-30","1.60","0.0","0.0",,"92","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-07-31","0.13","0.0","0.0",,"91","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-01","0.00","0.0","0.0",,"85","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-02","0.00","0.0","0.0",,"92","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-03","0.00","0.0","0.0",,"94","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-04","0.62","0.0","0.0",,"93","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-05","0.00","0.0","0.0",,"91","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-06","0.16","0.0","0.0",,"91","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-07","0.00","0.0","0.0",,"92","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-08","0.00","0.0","0.0",,"93","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-09","0.00","0.0","0.0",,"92","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-10","0.00","0.0","0.0",,"91","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-11","0.05","0.0","0.0",,"86","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-12","1.19","0.0","0.0",,"88","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-13","0.00","0.0","0.0",,"85","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-14","0.00","0.0","0.0",,"87","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-15","0.10","0.0","0.0",,"88","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-16","0.02","0.0","0.0",,"73","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-17","0.00","0.0","0.0",,"83","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-18","0.00","0.0","0.0",,"87","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-19","0.00","0.0","0.0",,"80","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-20","0.00","0.0","0.0",,"88","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-21","0.18","0.0","0.0",,"85","70"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-22","0.00","0.0","0.0",,"85","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-23","0.00","0.0","0.0",,"88","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-24","0.00","0.0","0.0",,"86","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-25","0.00","0.0","0.0",,"83","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-26","0.00","0.0","0.0",,"90","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-27","0.00","0.0","0.0",,"94","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-28","0.03","0.0","0.0",,"92","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-29","0.00","0.0","0.0",,"91","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-30","0.26","0.0","0.0",,"91","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-08-31","0.00","0.0","0.0",,"90","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-01","0.00","0.0","0.0",,"89","64"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-02","0.00","0.0","0.0",,"91","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-03","0.00","0.0","0.0",,"91","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-04","0.11","0.0","0.0",,"89","73"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-05","0.65","0.0","0.0",,"81","74"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-06","0.01","0.0","0.0",,"90","72"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-07","0.00","0.0","0.0",,"88","69"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-08","0.00","0.0","0.0",,"84","68"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-09","0.00","0.0","0.0",,"83","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-10","1.24","0.0","0.0",,"77","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-11","0.03","0.0","0.0",,"86","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-12","0.30","0.0","0.0",,"87","71"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-13","0.00","0.0","0.0",,"82","61"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-14","0.00","0.0","0.0",,"81","59"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-15","0.00","0.0","0.0",,"83","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-16","0.00","0.0","0.0",,"83","60"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-17","0.00","0.0","0.0",,"83","61"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-18","0.00","0.0","0.0",,"84","60"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-19","0.00","0.0","0.0",,"88","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-20","0.00","0.0","0.0",,"89","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-21","0.00","0.0","0.0",,"91","62"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-22","0.00","0.0","0.0",,"96","61"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-23","0.00","0.0","0.0",,"75","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-24","0.00","0.0","0.0",,"79","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-25","0.00","0.0","0.0",,"76","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-26","0.00","0.0","0.0",,"82","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-27","0.00","0.0","0.0",,"77","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-28","0.00","0.0","0.0",,"69","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-29","0.00","0.0","0.0",,"71","52"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-09-30","2.54","0.0","0.0",,"61","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-01","0.14","0.0","0.0",,"67","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-02","0.00","0.0","0.0",,"69","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-03","0.00","0.0","0.0",,"72","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-04","0.00","0.0","0.0",,"75","44"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-05","0.00","0.0","0.0",,"77","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-06","0.00","0.0","0.0",,"79","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-07","0.00","0.0","0.0",,"82","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-08","0.00","0.0","0.0",,"72","54"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-09","0.00","0.0","0.0",,"69","48"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-10","0.00","0.0","0.0",,"73","48"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-11","0.00","0.0","0.0",,"75","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-12","0.11","0.0","0.0",,"71","60"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-13","0.00","0.0","0.0",,"78","58"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-14","0.00","0.0","0.0",,"72","44"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-15","0.00","0.0","0.0",,"79","46"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-16","0.00","0.0","0.0",,"81","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-17","0.00","0.0","0.0",,"80","56"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-18","0.00","0.0","0.0",,"58","35"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-19","0.00","0.0","0.0",,"60","30"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-20","0.00","0.0","0.0",,"64","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-21","0.00","0.0","0.0",,"68","32"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-22","0.00","0.0","0.0",,"73","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-23","0.00","0.0","0.0",,"74","42"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-24","0.00","0.0","0.0",,"76","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-25","0.00","0.0","0.0",,"76","43"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-26","0.13","0.0","0.0",,"73","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-27","0.00","0.0","0.0",,"70","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-28","0.00","0.0","0.0",,"67","47"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-29","0.00","0.0","0.0",,"66","54"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-30","0.08","0.0","0.0",,"58","54"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-10-31","0.25","0.0","0.0",,"67","55"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-01","0.00","0.0","0.0",,"76","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-02","0.00","0.0","0.0",,"71","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-03","0.00","0.0","0.0",,"75","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-04","0.00","0.0","0.0",,"78","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-05","0.47","0.0","0.0",,"80","66"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-06","0.93","0.0","0.0",,"76","67"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-07","0.00","0.0","0.0",,"82","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-08","0.00","0.0","0.0",,"74","53"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-09","0.00","0.0","0.0",,"67","45"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-10","0.22","0.0","0.0",,"64","54"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-11","0.54","0.0","0.0",,"74","63"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-12","0.00","0.0","0.0",,"74","60"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-13","0.00","0.0","0.0",,"60","34"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-14","0.00","0.0","0.0",,"52","29"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-15","0.35","0.0","0.0",,"46","42"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-16","0.00","0.0","0.0",,"58","38"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-17","0.00","0.0","0.0",,"51","29"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-18","0.00","0.0","0.0",,"53","25"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-19","0.00","0.0","0.0",,"56","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-20","0.00","0.0","0.0",,"48","30"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-21","0.00","0.0","0.0",,"55","23"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-22","0.00","0.0","0.0",,"62","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-23","0.00","0.0","0.0",,"69","38"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-24","0.03","0.0","0.0",,"66","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-25","0.59","0.0","0.0",,"68","47"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-26","0.00","0.0","0.0",,"65","37"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-27","1.36","0.0","0.0",,"73","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-28","0.00","0.0","0.0",,"66","44"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-29","0.00","0.0","0.0",,"64","39"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-11-30","1.33","0.0","0.0",,"62","42"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-01","0.00","0.0","0.0",,"55","30"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-02","0.00","0.0","0.0",,"58","27"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-03","0.07","0.0","0.0",,"59","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-04","0.00","0.0","0.0",,"53","37"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-05","0.02","0.0","0.0",,"50","35"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-06","0.17","0.0","0.0",,"50","43"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-07","0.06","0.0","0.0",,"63","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-08","0.22","0.0","0.0",,"70","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-09","0.23","0.0","0.0",,"58","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-10","0.00","0.0","0.0",,"52","47"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-11","0.00","0.0","0.0",,"54","41"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-12","0.00","0.0","0.0",,"58","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-13","0.00","0.0","0.0",,"49","37"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-14","0.49","0.0","0.0",,"45","32"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-15","1.09","0.0","0.0",,"43","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-16","0.00","0.0","0.0",,"53","39"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-17","0.00","0.0","0.0",,"52","35"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-18","0.00","0.0","0.0",,"50","25"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-19","0.00","0.0","0.0",,"49","24"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-20","0.00","0.0","0.0",,"43","30"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-21","0.13","0.0","0.0",,"47","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-22","1.71","0.0","0.0",,"45","37"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-23","0.01","0.0","0.0",,"49","14"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-24","0.00","0.0","0.0",,"29","9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-25","0.00","0.0","0.0",,"39","13"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-26","0.00","0.0","0.0",,"40","14"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-27","0.00","0.0","0.0",,"49","28"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-28","0.00","0.0","0.0",,"55","23"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-29","0.00","0.0","0.0",,"64","27"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-30","0.00","0.0","0.0",,"59","34"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2022-12-31","0.36","0.0","0.0",,"59","52"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-01","0.00","0.0","0.0",,"58","49"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-02","0.00","0.0","0.0",,"69","52"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-03","0.56","0.0","0.0",,"72","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-04","1.37","0.0","0.0",,"64","57"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-05","0.00","0.0","0.0",,"66","42"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-06","0.00","0.0","0.0",,"58","33"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-07","0.00","0.0","0.0",,"57","36"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-08","0.26","0.0","0.0",,"51","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-09","0.00","0.0","0.0",,"57","34"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-10","0.00","0.0","0.0",,"58","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-11","0.00","0.0","0.0",,"62","35"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-12","0.68","0.0","0.0",,"69","51"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-13","0.00","0.0","0.0",,"55","40"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-14","0.00","0.0","0.0",,"48","31"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-15","0.00","0.0","0.0",,"57","24"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-16","0.00","0.0","0.0",,"57","26"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-17","0.20","0.0","0.0",,"53","47"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-18","0.00","0.0","0.0",,"61","50"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-19","0.00","0.0","0.0",,"69","55"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-20","0.00","0.0","0.0",,"64","44"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-21","0.00","0.0","0.0",,"51","35"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2023-01-22","1.11","0.0","0.0",,"44","38"
